"Recipient","Year","Import","Regime"
"Ecuador","1996",29,"Democratic"
"Ecuador","1997",103,"Democratic"
"Ecuador","1998",31,"Democratic"
"Ecuador","1999",16,"Democratic"
"Ecuador","2001",50,"Democratic"
"Ecuador","2002",1,"Democratic"
"Ecuador","2004",15,"Democratic"
"Ecuador","2005",47,"Democratic"
"Ecuador","2006",47,"Democratic"
"Ecuador","2007",2,"Democratic"
"Ecuador","2008",102,"Democratic"
"Ecuador","2009",77,"Democratic"
"Ecuador","2010",90,"Democratic"
"Ecuador","2011",69,"Democratic"
"Ecuador","2012",88,"Democratic"
"Ecuador","2013",11,"Democratic"
"Ecuador","2014",53,"Democratic"
"Ecuador","2015",27,"Democratic"
"Ecuador","2016",26,"Democratic"
"Ecuador","2017",20,"Democratic"
"Ecuador","2018",5,"Minimally Democratic"
"Ecuador","2019",3,"Minimally Democratic"
"Ecuador","2020",21,"Minimally Democratic"
"Ecuador","2021",15,"Democratic"
"Ecuador","2022",9,"Democratic"
"Ecuador","2023",8,"Democratic"
"Sudan","1957",2,"Autocratic"
"Sudan","1958",5,"Electoral Authoritarian"
"Sudan","1959",4,"Autocratic"
"Sudan","1960",9,"Autocratic"
"Sudan","1961",15,"Autocratic"
"Sudan","1962",19,"Autocratic"
"Sudan","1963",8,"Autocratic"
"Sudan","1964",36,"Autocratic"
"Sudan","1965",5,"Autocratic"
"Sudan","1966",10,"Autocratic"
"Sudan","1967",7,"Autocratic"
"Sudan","1968",16,"Autocratic"
"Sudan","1969",177,"Autocratic"
"Sudan","1970",598,"Autocratic"
"Sudan","1971",87,"Autocratic"
"Sudan","1972",69,"Autocratic"
"Sudan","1973",23,"Autocratic"
"Sudan","1974",3,"Autocratic"
"Sudan","1977",26,"Autocratic"
"Sudan","1978",208,"Autocratic"
"Sudan","1979",4,"Autocratic"
"Sudan","1980",3,"Autocratic"
"Sudan","1981",209,"Autocratic"
"Sudan","1982",90,"Autocratic"
"Sudan","1983",25,"Autocratic"
"Sudan","1984",106,"Autocratic"
"Sudan","1985",66,"Autocratic"
"Sudan","1986",9,"Electoral Authoritarian"
"Sudan","1987",122,"Electoral Authoritarian"
"Sudan","1988",77,"Electoral Authoritarian"
"Sudan","1989",16,"Autocratic"
"Sudan","1990",4,"Autocratic"
"Sudan","1991",46,"Autocratic"
"Sudan","1992",6,"Autocratic"
"Sudan","1995",3,"Autocratic"
"Sudan","1996",27,"Autocratic"
"Sudan","1997",63,"Autocratic"
"Sudan","1999",36,"Autocratic"
"Sudan","2001",106,"Autocratic"
"Sudan","2002",50,"Autocratic"
"Sudan","2003",204,"Autocratic"
"Sudan","2004",294,"Autocratic"
"Sudan","2005",134,"Autocratic"
"Sudan","2006",71,"Autocratic"
"Sudan","2007",35,"Autocratic"
"Sudan","2008",130,"Autocratic"
"Sudan","2009",88,"Autocratic"
"Sudan","2010",184,"Autocratic"
"Sudan","2011",175,"Autocratic"
"Sudan","2012",97,"Autocratic"
"Sudan","2013",130,"Autocratic"
"Sudan","2014",66,"Autocratic"
"Sudan","2015",134,"Autocratic"
"Sudan","2016",109,"Autocratic"
"Sudan","2017",65,"Autocratic"
"Sudan","2018",33,"Autocratic"
"Sudan","2019",18,"Autocratic"
"Sudan","2022",3,"Autocratic"
"Azerbaijan","1993",50,"Autocratic"
"Azerbaijan","1994",25,"Autocratic"
"Azerbaijan","2000",3,"Autocratic"
"Azerbaijan","2002",89,"Autocratic"
"Azerbaijan","2004",4,"Autocratic"
"Azerbaijan","2005",59,"Autocratic"
"Azerbaijan","2006",161,"Autocratic"
"Azerbaijan","2007",213,"Autocratic"
"Azerbaijan","2008",33,"Autocratic"
"Azerbaijan","2009",145,"Autocratic"
"Azerbaijan","2010",162,"Autocratic"
"Azerbaijan","2011",568,"Autocratic"
"Azerbaijan","2012",388,"Autocratic"
"Azerbaijan","2013",391,"Autocratic"
"Azerbaijan","2014",631,"Autocratic"
"Azerbaijan","2015",338,"Autocratic"
"Azerbaijan","2016",276,"Autocratic"
"Azerbaijan","2017",291,"Autocratic"
"Azerbaijan","2018",369,"Autocratic"
"Azerbaijan","2019",44,"Autocratic"
"Azerbaijan","2020",51,"Autocratic"
"Azerbaijan","2022",19,"Autocratic"
"Azerbaijan","2023",9,"Autocratic"
"Austria","1953",2,"Democratic"
"Austria","1955",11,"Democratic"
"Austria","1956",108,"Democratic"
"Austria","1957",149,"Democratic"
"Austria","1958",11,"Democratic"
"Austria","1959",24,"Democratic"
"Austria","1960",16,"Democratic"
"Austria","1961",27,"Democratic"
"Austria","1962",56,"Democratic"
"Austria","1963",201,"Democratic"
"Austria","1964",74,"Democratic"
"Austria","1965",78,"Democratic"
"Austria","1966",61,"Democratic"
"Austria","1967",47,"Democratic"
"Austria","1968",1,"Democratic"
"Austria","1969",12,"Democratic"
"Austria","1970",99,"Democratic"
"Austria","1971",123,"Democratic"
"Austria","1972",93,"Democratic"
"Austria","1973",22,"Democratic"
"Austria","1974",22,"Democratic"
"Austria","1975",6,"Democratic"
"Austria","1976",12,"Democratic"
"Austria","1978",8,"Democratic"
"Austria","1979",72,"Democratic"
"Austria","1980",195,"Democratic"
"Austria","1981",73,"Democratic"
"Austria","1982",97,"Democratic"
"Austria","1983",145,"Democratic"
"Austria","1984",13,"Democratic"
"Austria","1985",28,"Democratic"
"Austria","1986",19,"Democratic"
"Austria","1987",7,"Democratic"
"Austria","1988",117,"Democratic"
"Austria","1989",84,"Democratic"
"Austria","1990",5,"Democratic"
"Austria","1991",6,"Democratic"
"Austria","1992",5,"Democratic"
"Austria","1993",8,"Democratic"
"Austria","1994",38,"Democratic"
"Austria","1995",22,"Democratic"
"Austria","1996",9,"Democratic"
"Austria","1997",190,"Democratic"
"Austria","1998",247,"Democratic"
"Austria","1999",48,"Democratic"
"Austria","2000",25,"Democratic"
"Austria","2001",15,"Democratic"
"Austria","2002",81,"Democratic"
"Austria","2003",41,"Democratic"
"Austria","2004",56,"Democratic"
"Austria","2005",26,"Democratic"
"Austria","2006",5,"Democratic"
"Austria","2007",269,"Democratic"
"Austria","2008",190,"Democratic"
"Austria","2009",286,"Democratic"
"Austria","2010",7,"Democratic"
"Austria","2011",8,"Democratic"
"Austria","2012",8,"Democratic"
"Austria","2013",6,"Democratic"
"Austria","2014",2,"Democratic"
"Austria","2015",1,"Democratic"
"Austria","2016",13,"Democratic"
"Austria","2017",10,"Democratic"
"Austria","2018",6,"Democratic"
"Austria","2019",17,"Democratic"
"Austria","2020",13,"Democratic"
"Austria","2021",34,"Democratic"
"Austria","2022",4,"Democratic"
"Austria","2023",8,"Democratic"
"South Yemen","1967",29,"Autocratic"
"South Yemen","1968",13,"Autocratic"
"South Yemen","1969",58,"Autocratic"
"South Yemen","1970",17,"Autocratic"
"South Yemen","1971",49,"Autocratic"
"South Yemen","1972",112,"Autocratic"
"South Yemen","1973",86,"Autocratic"
"South Yemen","1974",71,"Autocratic"
"South Yemen","1975",14,"Autocratic"
"South Yemen","1977",8,"Autocratic"
"South Yemen","1978",55,"Autocratic"
"South Yemen","1979",1078,"Autocratic"
"South Yemen","1980",1218,"Autocratic"
"South Yemen","1981",496,"Autocratic"
"South Yemen","1982",41,"Autocratic"
"South Yemen","1983",99,"Autocratic"
"South Yemen","1984",71,"Autocratic"
"South Yemen","1985",52,"Autocratic"
"South Yemen","1986",74,"Autocratic"
"South Yemen","1987",89,"Autocratic"
"South Yemen","1988",12,"Autocratic"
"South Yemen","1989",45,"Autocratic"
"Bahrain","1971",0,"Autocratic"
"Bahrain","1972",7,"Autocratic"
"Bahrain","1973",0,"Autocratic"
"Bahrain","1974",1,"Autocratic"
"Bahrain","1977",2,"Autocratic"
"Bahrain","1978",12,"Autocratic"
"Bahrain","1979",10,"Autocratic"
"Bahrain","1980",22,"Autocratic"
"Bahrain","1981",40,"Autocratic"
"Bahrain","1982",55,"Autocratic"
"Bahrain","1983",10,"Autocratic"
"Bahrain","1984",129,"Autocratic"
"Bahrain","1985",55,"Autocratic"
"Bahrain","1986",133,"Autocratic"
"Bahrain","1987",249,"Autocratic"
"Bahrain","1988",135,"Autocratic"
"Bahrain","1989",71,"Autocratic"
"Bahrain","1990",362,"Autocratic"
"Bahrain","1991",68,"Autocratic"
"Bahrain","1992",42,"Autocratic"
"Bahrain","1993",1,"Autocratic"
"Bahrain","1994",8,"Autocratic"
"Bahrain","1995",71,"Autocratic"
"Bahrain","1996",51,"Autocratic"
"Bahrain","1997",198,"Autocratic"
"Bahrain","1998",8,"Autocratic"
"Bahrain","2000",299,"Autocratic"
"Bahrain","2001",28,"Autocratic"
"Bahrain","2002",54,"Autocratic"
"Bahrain","2003",1,"Autocratic"
"Bahrain","2004",10,"Autocratic"
"Bahrain","2005",66,"Autocratic"
"Bahrain","2006",63,"Autocratic"
"Bahrain","2007",27,"Autocratic"
"Bahrain","2008",21,"Autocratic"
"Bahrain","2010",98,"Autocratic"
"Bahrain","2011",4,"Autocratic"
"Bahrain","2012",24,"Autocratic"
"Bahrain","2013",69,"Autocratic"
"Bahrain","2014",1,"Autocratic"
"Bahrain","2015",17,"Autocratic"
"Bahrain","2016",26,"Autocratic"
"Bahrain","2017",27,"Autocratic"
"Bahrain","2018",72,"Autocratic"
"Bahrain","2019",21,"Autocratic"
"Bahrain","2020",27,"Autocratic"
"Bahrain","2021",183,"Autocratic"
"Bahrain","2022",377,"Autocratic"
"Bahrain","2023",332,"Autocratic"
"Kazakhstan","1995",99,"Electoral Authoritarian"
"Kazakhstan","1996",2,"Electoral Authoritarian"
"Kazakhstan","1997",64,"Electoral Authoritarian"
"Kazakhstan","1999",72,"Autocratic"
"Kazakhstan","2000",121,"Autocratic"
"Kazakhstan","2001",139,"Autocratic"
"Kazakhstan","2002",22,"Autocratic"
"Kazakhstan","2004",49,"Autocratic"
"Kazakhstan","2005",44,"Autocratic"
"Kazakhstan","2006",46,"Autocratic"
"Kazakhstan","2007",83,"Autocratic"
"Kazakhstan","2008",28,"Autocratic"
"Kazakhstan","2009",43,"Autocratic"
"Kazakhstan","2010",59,"Autocratic"
"Kazakhstan","2011",63,"Autocratic"
"Kazakhstan","2012",96,"Autocratic"
"Kazakhstan","2013",143,"Autocratic"
"Kazakhstan","2014",83,"Autocratic"
"Kazakhstan","2015",446,"Autocratic"
"Kazakhstan","2016",253,"Autocratic"
"Kazakhstan","2017",218,"Autocratic"
"Kazakhstan","2018",276,"Autocratic"
"Kazakhstan","2019",230,"Autocratic"
"Kazakhstan","2020",269,"Autocratic"
"Kazakhstan","2021",85,"Autocratic"
"Kazakhstan","2022",191,"Autocratic"
"Kazakhstan","2023",125,"Autocratic"
"Albania","1950",20,"Autocratic"
"Albania","1951",10,"Autocratic"
"Albania","1952",21,"Autocratic"
"Albania","1953",35,"Autocratic"
"Albania","1954",37,"Autocratic"
"Albania","1955",147,"Autocratic"
"Albania","1956",113,"Autocratic"
"Albania","1957",54,"Autocratic"
"Albania","1958",59,"Autocratic"
"Albania","1959",141,"Autocratic"
"Albania","1960",69,"Autocratic"
"Albania","1961",74,"Autocratic"
"Albania","1962",42,"Autocratic"
"Albania","1963",12,"Autocratic"
"Albania","1964",8,"Autocratic"
"Albania","1965",140,"Autocratic"
"Albania","1966",74,"Autocratic"
"Albania","1967",163,"Autocratic"
"Albania","1968",265,"Autocratic"
"Albania","1969",297,"Autocratic"
"Albania","1970",250,"Autocratic"
"Albania","1971",332,"Autocratic"
"Albania","1972",134,"Autocratic"
"Albania","1973",106,"Autocratic"
"Albania","1974",137,"Autocratic"
"Albania","1975",53,"Autocratic"
"Albania","1976",5,"Autocratic"
"Albania","1977",7,"Autocratic"
"Albania","1978",5,"Autocratic"
"Albania","1995",26,"Electoral Authoritarian"
"Albania","2003",2,"Electoral Authoritarian"
"Albania","2005",7,"Minimally Democratic"
"Albania","2007",5,"Minimally Democratic"
"Albania","2012",15,"Minimally Democratic"
"Albania","2013",7,"Minimally Democratic"
"Albania","2014",7,"Minimally Democratic"
"Albania","2015",7,"Minimally Democratic"
"Albania","2017",2,"Minimally Democratic"
"Albania","2018",2,"Minimally Democratic"
"Albania","2019",5,"Minimally Democratic"
"Albania","2020",1,"Minimally Democratic"
"Sri Lanka","1950",0,"Democratic"
"Sri Lanka","1952",0,"Democratic"
"Sri Lanka","1953",17,"Democratic"
"Sri Lanka","1955",8,"Democratic"
"Sri Lanka","1956",1,"Democratic"
"Sri Lanka","1957",2,"Democratic"
"Sri Lanka","1958",20,"Democratic"
"Sri Lanka","1959",31,"Democratic"
"Sri Lanka","1960",4,"Democratic"
"Sri Lanka","1964",0,"Democratic"
"Sri Lanka","1969",2,"Democratic"
"Sri Lanka","1971",33,"Democratic"
"Sri Lanka","1972",47,"Democratic"
"Sri Lanka","1975",1,"Democratic"
"Sri Lanka","1976",0,"Democratic"
"Sri Lanka","1977",17,"Democratic"
"Sri Lanka","1978",7,"Democratic"
"Sri Lanka","1980",18,"Democratic"
"Sri Lanka","1984",48,"Electoral Authoritarian"
"Sri Lanka","1985",42,"Electoral Authoritarian"
"Sri Lanka","1986",28,"Electoral Authoritarian"
"Sri Lanka","1987",111,"Electoral Authoritarian"
"Sri Lanka","1988",19,"Electoral Authoritarian"
"Sri Lanka","1989",6,"Electoral Authoritarian"
"Sri Lanka","1990",19,"Electoral Authoritarian"
"Sri Lanka","1991",168,"Electoral Authoritarian"
"Sri Lanka","1992",22,"Electoral Authoritarian"
"Sri Lanka","1993",37,"Electoral Authoritarian"
"Sri Lanka","1994",77,"Electoral Authoritarian"
"Sri Lanka","1995",64,"Democratic"
"Sri Lanka","1996",207,"Democratic"
"Sri Lanka","1997",48,"Democratic"
"Sri Lanka","1998",83,"Democratic"
"Sri Lanka","1999",62,"Minimally Democratic"
"Sri Lanka","2000",293,"Electoral Authoritarian"
"Sri Lanka","2001",159,"Democratic"
"Sri Lanka","2002",43,"Democratic"
"Sri Lanka","2003",34,"Democratic"
"Sri Lanka","2004",48,"Democratic"
"Sri Lanka","2005",57,"Electoral Authoritarian"
"Sri Lanka","2006",96,"Electoral Authoritarian"
"Sri Lanka","2007",91,"Electoral Authoritarian"
"Sri Lanka","2008",79,"Electoral Authoritarian"
"Sri Lanka","2009",21,"Electoral Authoritarian"
"Sri Lanka","2010",5,"Electoral Authoritarian"
"Sri Lanka","2011",21,"Electoral Authoritarian"
"Sri Lanka","2013",22,"Electoral Authoritarian"
"Sri Lanka","2014",5,"Electoral Authoritarian"
"Sri Lanka","2017",45,"Democratic"
"Sri Lanka","2018",100,"Democratic"
"Sri Lanka","2019",59,"Democratic"
"Sri Lanka","2021",54,"Democratic"
"Sri Lanka","2022",3,"Democratic"
"Sri Lanka","2023",5,"Democratic"
"Yemen","1990",78,"Autocratic"
"Yemen","1991",113,"Autocratic"
"Yemen","1994",4,"Electoral Authoritarian"
"Yemen","1995",167,"Electoral Authoritarian"
"Yemen","1998",1,"Autocratic"
"Yemen","1999",52,"Autocratic"
"Yemen","2000",158,"Autocratic"
"Yemen","2001",70,"Autocratic"
"Yemen","2002",585,"Autocratic"
"Yemen","2003",58,"Autocratic"
"Yemen","2004",248,"Autocratic"
"Yemen","2005",311,"Autocratic"
"Yemen","2006",38,"Autocratic"
"Yemen","2007",66,"Autocratic"
"Yemen","2008",41,"Autocratic"
"Yemen","2009",5,"Autocratic"
"Yemen","2010",261,"Autocratic"
"Yemen","2011",47,"Autocratic"
"Yemen","2012",38,"Autocratic"
"Yemen","2013",23,"Autocratic"
"Yemen","2014",6,"Autocratic"
"Yemen","2015",33,"Autocratic"
"Yemen","2016",7,"Autocratic"
"Yemen","2017",6,"Autocratic"
"Yemen","2018",9,"Autocratic"
"Yemen","2022",1,"Autocratic"
"Tunisia","1957",11,"Autocratic"
"Tunisia","1959",13,"Autocratic"
"Tunisia","1960",44,"Autocratic"
"Tunisia","1961",6,"Autocratic"
"Tunisia","1963",7,"Autocratic"
"Tunisia","1964",4,"Autocratic"
"Tunisia","1965",40,"Autocratic"
"Tunisia","1967",5,"Autocratic"
"Tunisia","1968",17,"Autocratic"
"Tunisia","1969",23,"Autocratic"
"Tunisia","1970",49,"Autocratic"
"Tunisia","1971",0,"Autocratic"
"Tunisia","1972",4,"Autocratic"
"Tunisia","1973",26,"Autocratic"
"Tunisia","1974",14,"Autocratic"
"Tunisia","1975",14,"Autocratic"
"Tunisia","1976",10,"Autocratic"
"Tunisia","1977",73,"Autocratic"
"Tunisia","1978",14,"Autocratic"
"Tunisia","1979",122,"Autocratic"
"Tunisia","1980",103,"Autocratic"
"Tunisia","1981",56,"Autocratic"
"Tunisia","1982",60,"Autocratic"
"Tunisia","1983",103,"Autocratic"
"Tunisia","1984",116,"Autocratic"
"Tunisia","1985",314,"Autocratic"
"Tunisia","1987",56,"Autocratic"
"Tunisia","1988",17,"Autocratic"
"Tunisia","1989",48,"Autocratic"
"Tunisia","1990",4,"Autocratic"
"Tunisia","1991",20,"Autocratic"
"Tunisia","1992",32,"Autocratic"
"Tunisia","1994",35,"Autocratic"
"Tunisia","1995",56,"Autocratic"
"Tunisia","1996",68,"Autocratic"
"Tunisia","1997",41,"Autocratic"
"Tunisia","1998",18,"Autocratic"
"Tunisia","1999",12,"Autocratic"
"Tunisia","2002",44,"Autocratic"
"Tunisia","2003",1,"Autocratic"
"Tunisia","2005",168,"Autocratic"
"Tunisia","2006",2,"Autocratic"
"Tunisia","2008",3,"Autocratic"
"Tunisia","2010",7,"Autocratic"
"Tunisia","2011",7,"Electoral Authoritarian"
"Tunisia","2013",40,"Democratic"
"Tunisia","2014",49,"Democratic"
"Tunisia","2015",7,"Democratic"
"Tunisia","2016",39,"Democratic"
"Tunisia","2017",97,"Democratic"
"Tunisia","2018",181,"Democratic"
"Tunisia","2019",15,"Democratic"
"Tunisia","2020",16,"Democratic"
"Tunisia","2021",19,"Democratic"
"Tunisia","2022",21,"Autocratic"
"Tunisia","2023",19,"Autocratic"
"Mongolia","1951",5,"Autocratic"
"Mongolia","1952",28,"Autocratic"
"Mongolia","1953",5,"Autocratic"
"Mongolia","1954",3,"Autocratic"
"Mongolia","1955",10,"Autocratic"
"Mongolia","1956",9,"Autocratic"
"Mongolia","1957",12,"Autocratic"
"Mongolia","1958",12,"Autocratic"
"Mongolia","1960",10,"Autocratic"
"Mongolia","1961",66,"Autocratic"
"Mongolia","1962",90,"Autocratic"
"Mongolia","1963",86,"Autocratic"
"Mongolia","1964",120,"Autocratic"
"Mongolia","1965",137,"Autocratic"
"Mongolia","1966",116,"Autocratic"
"Mongolia","1967",63,"Autocratic"
"Mongolia","1968",15,"Autocratic"
"Mongolia","1969",22,"Autocratic"
"Mongolia","1970",15,"Autocratic"
"Mongolia","1971",13,"Autocratic"
"Mongolia","1972",8,"Autocratic"
"Mongolia","1973",58,"Autocratic"
"Mongolia","1974",76,"Autocratic"
"Mongolia","1975",195,"Autocratic"
"Mongolia","1976",31,"Autocratic"
"Mongolia","1977",30,"Autocratic"
"Mongolia","1978",47,"Autocratic"
"Mongolia","1979",29,"Autocratic"
"Mongolia","1980",60,"Autocratic"
"Mongolia","1981",72,"Autocratic"
"Mongolia","1982",156,"Autocratic"
"Mongolia","1983",118,"Autocratic"
"Mongolia","1984",114,"Autocratic"
"Mongolia","1985",98,"Autocratic"
"Mongolia","1986",27,"Autocratic"
"Mongolia","1987",36,"Autocratic"
"Mongolia","1988",27,"Autocratic"
"Mongolia","2008",15,"Minimally Democratic"
"Mongolia","2010",64,"Democratic"
"Mongolia","2011",3,"Democratic"
"Mongolia","2012",78,"Democratic"
"Mongolia","2015",73,"Democratic"
"Mongolia","2019",17,"Democratic"
"Mongolia","2021",33,"Democratic"
"Mongolia","2022",3,"Democratic"
"Belarus","1998",41,"Electoral Authoritarian"
"Belarus","1999",41,"Electoral Authoritarian"
"Belarus","2005",6,"Autocratic"
"Belarus","2006",140,"Autocratic"
"Belarus","2009",3,"Autocratic"
"Belarus","2011",75,"Autocratic"
"Belarus","2012",75,"Autocratic"
"Belarus","2013",75,"Autocratic"
"Belarus","2014",66,"Autocratic"
"Belarus","2015",98,"Autocratic"
"Belarus","2016",120,"Autocratic"
"Belarus","2017",158,"Autocratic"
"Belarus","2018",142,"Autocratic"
"Belarus","2019",333,"Autocratic"
"Belarus","2020",13,"Autocratic"
"Belarus","2021",69,"Autocratic"
"Belarus","2022",225,"Autocratic"
"Belarus","2023",121,"Autocratic"
"Lebanon","1950",0,"Electoral Authoritarian"
"Lebanon","1952",1,"Electoral Authoritarian"
"Lebanon","1953",9,"Electoral Authoritarian"
"Lebanon","1954",3,"Electoral Authoritarian"
"Lebanon","1955",17,"Electoral Authoritarian"
"Lebanon","1957",40,"Autocratic"
"Lebanon","1958",74,"Autocratic"
"Lebanon","1959",11,"Autocratic"
"Lebanon","1961",5,"Electoral Authoritarian"
